Response Received Date,Overall Experience,Person Identifier,,What Issues,"Incorrect, Duplicate, and/or Missing Items?",Damaged Items?,Haven't Received Package?,Order Delivered Late?,Other Issue?,What could we improve,What was great,Additional Comments,Any Issues,Arrival Time,Tracking,Campaign,Survey Details
12/24/2022 12:37,Very Satisfied,71837531_2022_04_x,,,,,,,,,Easy from start to finish,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193777_3027
12/24/2022 12:31,Very Dissatisfied,71879604_2022_04_k,,I have not received a package.,,,Haven't Received Package,,,The ordering was fine. The problem is that the package still hasn’t been delivered. The package arrived in Newport Beach post office on Dec.16th and it still hasn’t been delivered.,,I ordered it on Dec. 7th and it should have arrived by the 23rd. It is the 24th and it keeps saying it is on its way.,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142506_206
12/24/2022 12:02,Somewhat Dissatisfied,71843106_2022_04_j,,,,,,,,I ordered on December 5th and it sat at the post office from December 17th-21st. It was delivered to my school after we were done for break. It should have taken that long for my order to be delivered. It’s never taken that long for any order to be delivered,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828504975_23294
12/24/2022 11:55,Somewhat Dissatisfied,71861909_2022_04_k,,,,,,,,Order was very late and not as scholastic promised.  Families didn't get books in time for christmas as I  promised.,,,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828227715_5364
12/24/2022 11:46,Satisfied,71802339_2022_04_y,,,,,,,,"Wrong packing slip with order, but called for help and person helping did an awesome job.",,Nice to be able to use bonus points to add to classroom library.,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828335709_12724
12/24/2022 11:25,Very Satisfied,71828832_2022_04_k,,,,,,,,,My package arrived on time and was able to give my students each a new book as their gift.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828142146_19
12/24/2022 11:12,Very Dissatisfied,71880862_2022_06_3,,"I have not received a package.,My order was delivered late",,,Haven't Received Package,,,When you promise me that my books will be here by Christmas; make sure they are here by Christmas. 10 very disappointed children! My saving grace is that I didn't disappoint students. Utterly ridiculous!!!!,,Scholastic has been a part of my life for 30+ years. I remember getting book when I was in elementary and being so excited when they arrived! Now as a teacher and parent I am EXTREMELY DISAPPOINTED that I can no longer rely on Scholastic to fulfill their promises.,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828373087_15041
12/24/2022 11:12,Very Dissatisfied,71880862_2022_06_3,,"I have not received a package.,My order was delivered late",,,,Delivered Late,,When you promise me that my books will be here by Christmas; make sure they are here by Christmas. 10 very disappointed children! My saving grace is that I didn't disappoint students. Utterly ridiculous!!!!,,Scholastic has been a part of my life for 30+ years. I remember getting book when I was in elementary and being so excited when they arrived! Now as a teacher and parent I am EXTREMELY DISAPPOINTED that I can no longer rely on Scholastic to fulfill their promises.,Yes,No,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828373087_15041
12/24/2022 11:12,Somewhat Dissatisfied,71821764_2022_04_k,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,I had a book missing. I sent an email and the book never came.,,,Yes,Yes,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828283260_9404
12/24/2022 10:55,Very Satisfied,71845661_2022_04_x,,,,,,,,,Timely,,No,Yes,Yes,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828192857_2593
12/24/2022 10:52,Very Satisfied,71888067_2022_03_9,,,,,,,,,Getting help from a person not a machine.,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828295054_10301
12/24/2022 10:44,Very Dissatisfied,71821563_2022_04_k,,,,,,,,My student's order did not arrive before Christmas break. The rest of my class' order arrived on time. I put her order in separately a day later. This was very upsetting since the big box arrived on time. This hurt my heart. I am a golden apple teacher. Not sure how this happened.,,Please make this right. I'm always speaking with my students about how can you make this better ir how can you make this right. We are just one class in South Carolina but we matter.,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828282115_9377
12/24/2022 10:37,Very Satisfied,71848690_2022_03_y,,,,,,,,,Fast shipping,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828227733_5386
12/24/2022 10:31,Satisfied,71833185_2022_08_1,,,,,,,,Teachers need access to $1.00 books.  We use them as rewards for our students.  These come out of my pocket.,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828216024_4369
12/24/2022 10:26,Very Satisfied,71808542_2022_04_k,,,,,,,,,On time and accurate,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828353243_13680
12/24/2022 10:16,Somewhat Dissatisfied,71851202_2022_08_1,,,,,,,,"I am not sure how you can track packages but mine was supposed to be delivered at the beginning of the month, and I still do not have it. I have the tracking info from UPS and I am attempting to intercept the delivery as the school is now closed until January 3rd.",,,No,No,No,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828222568_4831
12/24/2022 10:13,Somewhat Dissatisfied,71819682_2022_04_j,,,,,,,,May be out if your control but delivery was unable to bring holiday books in hand in a timely fashion.,,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161944_1216
12/24/2022 10:04,Very Satisfied,71881823_2022_03_s,,,,,,,,,It arrived on time!,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161286_942
12/24/2022 9:55,Very Dissatisfied,71899451_2022_04_k,,,,,,,,"I still have not received any of the 3 shipments from the orders that were placed 12/8/22, 12/10/22 and 12/12/22. All 3 were supposedly “guaranteed” to be delivered within a certain number of days so they could be distributed to students before December break began. In addition to the paid student orders I had also placed orders for myself, and am disappointed that these books will not arrive in time for Christmas. While I understood that there could be potential delays in shipping, I received multiple notices from Scholastic over the last few weeks saying my order would arrive the next day or with incorrect delivery estimates. This is very unfortunate since I feel responsible for making sure the students received their orders on time, and they didn’t. While I have been a member of Scholastic Book Clubs for years, I had avoided it recently due to these shipping delays, and I thought things had been rectified. Obviously the post office is busy at this time of the year, but when people can order books on Amazon and get overnight delivery or visit a local bookstore and get books immediately I think it would be wise to give more accurate estimates for delivery in the future. For example, I could have told the families to submit their orders by an earlier date if I had known they wouldn’t arrive on time. Luckily I personally got many books for my own children in my November order since I was worried about shipping, but I hope my students and their families are not too disappointed and will continue to place orders in the future.",,I do not know if my orders are complete since I have still not received any of them.,No,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828353249_13684
12/24/2022 9:50,Very Satisfied,71816526_2022_04_x,,,,,,,,,Quick and on time,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828258660_7531
12/24/2022 9:32,Very Dissatisfied,71836925_2022_03_j,,I have not received a package.,,,Haven't Received Package,,,Books have not been delivered,,,Yes,No,No,Parent Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828222647_4882
12/24/2022 9:28,Very Dissatisfied,71884324_2022_04_j,,I have not received a package.,,,Haven't Received Package,,,I haven’t received my order.,,,Yes,No,No,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828283386_9466
12/24/2022 9:23,Satisfied,71841644_2022_03_9,,,,,,,,Not much. Your delivery was on time and complete. I am very pleased,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828178130_1694
12/24/2022 9:22,Very Satisfied,71840534_2022_03_y,,,,,,,,,"I was a little worried the box wouldn’t get here on time, but showed up 2 days before school got out for winter break! Yay!",,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828272347_8718
12/24/2022 9:10,Very Satisfied,71837016_2022_04_j,,,,,,,,,It came before Christmas break!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828178024_1630
12/24/2022 9:06,Very Satisfied,71820672_2022_06_3,,,,,,,,,Quick shipping and lots of bonuses,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828528702_24990
12/24/2022 8:50,Very Satisfied,71809680_2022_04_j,,,,,,,,,My package arrived early and I received free gifts!,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828347834_13373
12/24/2022 8:45,Very Satisfied,300133416_2022_02_i,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,,The quickness of receiving the books.,"When I called about the missing book, it was shipped right away.   I was appreciative of the great service.",Yes,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828193853_3075
12/24/2022 8:41,Somewhat Dissatisfied,71893751_2022_03_g,,My order has incorrect items and/or missing items.,"Incorrect, Duplicate, and/or Missing Items",,,,,"I was missing a book from my order.  I had spent enough to earn the '$10 to spend now' deal and with that, I selected the new Diary of a Wimpy Kid book for my son as a Christmas present.  The book was listed on the packing order / receipt that was in the box, but the book was not there.  Super bummed.",,,Yes,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828282138_9392
12/24/2022 8:40,Somewhat Dissatisfied,71842898_2022_04_t,,,,,,,,"The issues are out of your control as it relies on shipping issues.  For whatever the reason, my package sat at a St. Louis shipping place for nearly 2 weeks.  By the time they got around to delivering it, our offices were closed for the Christmas holiday.  I ordered my package sometime around December 7.  For whatever reason, my package headed to Kansas City, arriving there December 8.  It finally traversed the state December 13th where it sat in a warehouse somewhere until an attempt at delivery was finally made December 22nd at 4 pm-- 4 hours after my school had closed for the Christmas holiday.  I tracked this package with it showing for 3 days that delivery would be made December 16, then December 19, then the 21, and finally the 22nd.  Now I assume my package will be heading back you as undeliverable despite the fact that this delivery fail is every bit on UPS and USPS.  I ordered before time to get it by Christmas but clearly not early enough for UPS to screw up delivery this badly by allowing a package to sit in a warehouse for 11 days.",,"Don't use UPS. They suck.  Delivery to a school after what would have been school hours from the beginning is ridiculous, but allowing a package to sit in a warehouse for 11 days is completely unacceptable.  I wish I knew if I would get my package.",No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828341769_12826
12/24/2022 8:36,Very Satisfied,71840029_2022_04_y,,,,,,,,,You are very quick on sending out my orders. And are easy to communicate with if there is any problem.,Thank you for your commitment in bringing great books to children.,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828143057_537
12/24/2022 8:25,Very Satisfied,71835675_2022_04_y,,,,,,,,,Quick delivery,Thank you for your excellent service!,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828161675_1034
12/24/2022 8:21,Satisfied,71845556_2022_04_x,,,,,,,,Not email me saying that an attempt was made but it couldn’t be delivered (I forget the exact time but my school building WAS OPEN),,,No,No,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828319602_11889
12/24/2022 8:15,Very Satisfied,71819088_2022_08_1,,,,,,,,,Order was complete.... on time delivery,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828345951_13009
12/24/2022 8:15,Satisfied,71865843_2022_04_j,,,,,,,,,,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828517964_24127
12/24/2022 8:15,Very Satisfied,71826482_2022_04_j,,,,,,,,,My package was delivered on the date it was promised.,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828215985_4346
12/24/2022 8:07,Very Satisfied,71840947_2022_03_t,,,,,,,,,,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828178111_1682
12/24/2022 7:52,Very Satisfied,71873284_2022_04_j,,,,,,,,,Recieved before school break started,,No,Yes,Yes,Teacher Home Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828283343_9443
12/24/2022 7:45,Very Satisfied,71848140_2022_04_x,,,,,,,,,Options,,No,Yes,Yes,Teacher School Shipment,https://scholasticnso.satmetrix.com/app/core/main/home.jsp#actions/1671828224760_4952
